X..	X.logFC.	X.logCPM.	X.LR.	X.PValue.	X.FDR.	Mouse	Human	Drosophila	Aplysia clifornica	Saccoglossus kowalevskii	Cluster
PladumEVm001522	1.20301711292322	2.34915894951992	30.9378001903209	2.6643161120467e-08	3.56661075244443e-06	sp|Q3TJM4|CENPT_MOUSE Centromere protein T OS=Mus musculus OX=10090 GN=Cenpt PE=2 SV=2	XP_016879206.1 centromere protein T isoform X3 [Homo sapiens]	.	XP_005091321.1 protein hsr-9 [Aplysia californica]	XP_006822854.1 PREDICTED: oleosin GRP-17-like [Saccoglossus kowalevskii]	1
PladumEVm015871	1.23657721182011	1.97146377847562	30.8148602277949	2.83855833584003e-08	3.78535838534026e-06	sp|Q91WA1|TIPIN_MOUSE TIMELESS-interacting protein OS=Mus musculus OX=10090 GN=Tipin PE=1 SV=2	XP_024305740.1 TIMELESS-interacting protein isoform X2 [Homo sapiens]	gi|24585015|ref|NP_724124.1| uncharacterized protein Dmel_CG10336, isoform A [Drosophila melanogaster]	XP_012937827.1 TIMELESS-interacting protein [Aplysia californica]	XP_006819077.1 PREDICTED: TIMELESS-interacting protein-like [Saccoglossus kowalevskii]	1
PladumEVm091150	1.76607293632969	3.31420049722842	30.5154873072483	3.31211842189618e-08	4.40008005865516e-06	.	.	.	.	.	1
PladumEVm032651	2.83493690511651	-0.942910247075648	30.4648649591435	3.39968273647919e-08	4.49929981552448e-06	sp|Q6PFG8|OLIG3_MOUSE Oligodendrocyte transcription factor 3 OS=Mus musculus OX=10090 GN=Olig3 PE=2 SV=1	NP_786923.1 oligodendrocyte transcription factor 3 [Homo sapiens]	gi|17647759|ref|NP_523592.1| olig family, isoform A [Drosophila melanogaster]	XP_005097679.1 protein dimmed [Aplysia californica]	NP_001158399.1 oligodendrocyte transcription factor [Saccoglossus kowalevskii]	0
PladumEVm009965	1.08955623298902	1.91591062590483	30.4019094575185	3.51182303550947e-08	4.63017302028925e-06	.	.	.	.	.	10
PladumEVm097205	-1.72745412493817	1.72137015658957	30.3001029467727	3.70106260209109e-08	4.86133181407747e-06	.	.	.	.	.	2
PladumEVm048444	-3.21159907788212	1.32163278506162	30.2047896696771	3.88748235121038e-08	5.06808753242312e-06	.	.	.	.	.	2
PladumEVm153456	1.24085440259001	3.63752431544571	30.1390605244298	4.0214923352593e-08	5.22330560229088e-06	.	.	.	.	.	5
PladumEVm039179	1.25720835582016	2.52069425510037	30.0751142990701	4.15630771274897e-08	5.37841611761987e-06	sp|P04184|KITH_MOUSE Thymidine kinase, cytosolic OS=Mus musculus OX=10090 GN=Tk1 PE=1 SV=3	NP_003249.3 thymidine kinase, cytosolic isoform 1 [Homo sapiens]	.	XP_005098054.1 thymidine kinase, cytosolic [Aplysia californica]	XP_002733254.1 PREDICTED: thymidine kinase, cytosolic-like [Saccoglossus kowalevskii]	1
PladumEVm034766	-1.6349277970629	2.32824445216575	30.058183562071	4.19275413843868e-08	5.4055585550889e-06	tr|B7ZWD1|B7ZWD1_MOUSE Binder of sperm protein homolog 1 OS=Mus musculus OX=10090 GN=Bsph1 PE=2 SV=1	NP_001519.1 hepatocyte growth factor activator isoform 2 preproprotein [Homo sapiens]	.	.	.	0
PladumEVm106706	1.63794301142064	3.1143785558093	29.9121884960021	4.52062107944804e-08	5.80683749613364e-06	.	.	.	.	.	10
PladumEVm085757	-2.86873495819402	2.42268366379949	29.9001994066704	4.5486604901075e-08	5.82145233933575e-06	.	.	.	.	.	2
PladumEVm042347	2.58804693161938	-0.286408310241188	29.8761758584538	4.60537089398304e-08	5.87252020674721e-06	sp|P35428|HES1_MOUSE Transcription factor HES-1 OS=Mus musculus OX=10090 GN=Hes1 PE=1 SV=1	NP_005515.1 transcription factor HES-1 [Homo sapiens]	gi|17136808|ref|NP_476923.1| deadpan [Drosophila melanogaster]	XP_035828630.1 probable serine/threonine-protein kinase tsuA [Aplysia californica]	NP_001158466.1 hairy and enhancer of split 1 [Saccoglossus kowalevskii]	0
PladumEVm001772	1.02943847645009	2.9650767228795	29.8338091837131	4.70711409516042e-08	5.98043124984763e-06	sp|Q69ZU8|ANKR6_MOUSE Ankyrin repeat domain-containing protein 6 OS=Mus musculus OX=10090 GN=Ankrd6 PE=1 SV=2	XP_024302129.1 ankyrin repeat domain-containing protein 6 isoform X15 [Homo sapiens]	gi|24652548|ref|NP_610614.1| diego, isoform A [Drosophila melanogaster]	XP_005110821.2 serine/arginine repetitive matrix protein 2 [Aplysia californica]	XP_006822047.1 PREDICTED: ankyrin repeat domain-containing protein 50-like [Saccoglossus kowalevskii]	1
PladumEVm098760	1.44988392073891	1.84566777956047	29.7873580601834	4.8212561045663e-08	6.10325605208123e-06	.	.	.	.	.	0
PladumEVm104776	-1.66561980323111	6.07074361813889	29.6972504306347	5.05064074988315e-08	6.37055368809268e-06	.	.	.	.	.	2
PladumEVm007841	1.79640186741217	0.813344828792302	29.5457446692705	5.46124216799065e-08	6.86368129882825e-06	tr|A0A286YDE6|A0A286YDE6_MOUSE Rho guanine nucleotide exchange factor 3 OS=Mus musculus OX=10090 GN=Arhgef3 PE=1 SV=1	NP_001364339.1 rho guanine nucleotide exchange factor 3 isoform 5 [Homo sapiens]	gi|24657996|ref|NP_729032.1| Rho guanine nucleotide exchange factor at 64C, isoform A [Drosophila melanogaster]	XP_012943663.1 rho guanine nucleotide exchange factor 3 [Aplysia californica]	XP_006818570.1 PREDICTED: rho guanine nucleotide exchange factor 3-like [Saccoglossus kowalevskii]	1
PladumEVm029034	1.75236803286391	0.907231470616543	29.5161080029452	5.54539058700347e-08	6.94445884298618e-06	sp|Q9D7A8|ARMC1_MOUSE Armadillo repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Armc1 PE=1 SV=1	XP_016869094.1 armadillo repeat-containing protein 1 isoform X1 [Homo sapiens]	.	XP_005107731.1 armadillo repeat-containing protein 1 [Aplysia californica]	XP_002733499.1 PREDICTED: armadillo repeat-containing protein 1-like, partial [Saccoglossus kowalevskii]	1
PladumEVm102114	-3.10245347275166	1.56218264735314	29.5062860064458	5.57356415746155e-08	6.95481278919818e-06	.	.	.	.	.	0
PladumEVm033860	-2.01828999774118	1.74607406434678	29.4622241523799	5.70172711494579e-08	7.08941792416694e-06	.	.	.	.	.	0
PladumEVm003159	1.14259265716201	2.6987306627724	29.4531649138605	5.72844153115828e-08	7.0973765481255e-06	tr|A2AJY7|A2AJY7_MOUSE Collagen alpha-1(XV) chain OS=Mus musculus OX=10090 GN=Col15a1 PE=1 SV=1	XP_011516516.1 collagen alpha-1(XV) chain isoform X1 [Homo sapiens]	gi|281365736|ref|NP_001163361.1| multiplexin, isoform J [Drosophila melanogaster]	XP_035829508.1 collagen alpha-1(I) chain [Aplysia californica]	XP_006818611.1 PREDICTED: collagen alpha-1(XVIII) chain-like [Saccoglossus kowalevskii]	11
PladumEVm070251	-2.79813401031881	4.45205164610809	29.3953568755	5.90188767319239e-08	7.28643298281516e-06	.	.	gi|24582018|ref|NP_723116.1| obstructor-E, isoform B [Drosophila melanogaster]	XP_012936665.1 chondroitin proteoglycan 2 [Aplysia californica]	.	6
PladumEVm035410	1.10876404693953	2.56662369750801	29.3698151732202	5.9801892614352e-08	7.35710678187621e-06	tr|Q8BN51|Q8BN51_MOUSE Thymidine kinase 2, mitochondrial OS=Mus musculus OX=10090 GN=Tk2 PE=1 SV=1	NP_001166114.1 thymidine kinase 2 isoform 2 [Homo sapiens]	gi|17738037|ref|NP_524399.1| deoxyribonucleoside kinase, isoform A [Drosophila melanogaster]	XP_035824106.1 thymidine kinase 2, mitochondrial isoform X2 [Aplysia californica]	XP_002741735.1 PREDICTED: thymidine kinase 2, mitochondrial-like [Saccoglossus kowalevskii]	3
PladumEVm002752	-1.15607064876752	3.67168724505491	29.2819724747069	6.25751525853592e-08	7.67127458308724e-06	sp|Q6PE13|PRRT3_MOUSE Proline-rich transmembrane protein 3 OS=Mus musculus OX=10090 GN=Prrt3 PE=1 SV=1	XP_011531931.1 proline-rich transmembrane protein 3 isoform X1 [Homo sapiens]	gi|24638560|ref|NP_726548.1| uncharacterized protein Dmel_CG31998, isoform A [Drosophila melanogaster]	XP_012944782.1 uncharacterized protein LOC101849503 [Aplysia californica]	XP_002737848.1 PREDICTED: uncharacterized protein LOC100375776 [Saccoglossus kowalevskii]	6
PladumEVm028949	-3.48584544538813	-0.262818154401141	29.2175677585881	6.46900034245964e-08	7.90281129248942e-06	sp|Q05915|GCH1_MOUSE GTP cyclohydrolase 1 OS=Mus musculus OX=10090 GN=Gch1 PE=1 SV=1	NP_001019195.1 GTP cyclohydrolase 1 isoform 1 [Homo sapiens]	gi|24656782|ref|NP_726037.1| punch, isoform B [Drosophila melanogaster]	XP_005090847.2 GTP cyclohydrolase 1 isoform X1 [Aplysia californica]	NP_001161562.1 GTP cyclohydrolase [Saccoglossus kowalevskii]	0
PladumEVm113894	1.99150770743014	0.841075798199585	29.1706036131724	6.6277177600305e-08	8.06849584730682e-06	.	.	.	.	.	3
PladumEVm020183	1.27825951958711	2.20172530593354	29.1047299500849	6.85693727637951e-08	8.31592128334582e-06	sp|P97469|SNAI2_MOUSE Zinc finger protein SNAI2 OS=Mus musculus OX=10090 GN=Snai2 PE=1 SV=1	NP_003059.1 zinc finger protein SNAI2 [Homo sapiens]	gi|17136260|ref|NP_476601.1| worniu [Drosophila melanogaster]	XP_012940467.1 uncharacterized protein LOC101852781 [Aplysia californica]	NP_001158460.1 snail zinc finger protein [Saccoglossus kowalevskii]	1
PladumEVm007860	1.1277979703301	2.63231582090937	29.0986293014462	6.87856335581139e-08	8.31592128334582e-06	sp|Q8C156|CND2_MOUSE Condensin complex subunit 2 OS=Mus musculus OX=10090 GN=Ncaph PE=1 SV=1	XP_006712451.1 condensin complex subunit 2 isoform X2 [Homo sapiens]	gi|17137114|ref|NP_477106.1| barren, isoform A [Drosophila melanogaster]	XP_005091084.1 condensin complex subunit 2 [Aplysia californica]	XP_006825955.1 PREDICTED: condensin complex subunit 2-like [Saccoglossus kowalevskii]	5
PladumEVm012508	-1.84258854017708	3.2365295704804	29.0430964134045	7.07859037519456e-08	8.52823686616975e-06	.	.	gi|442616393|ref|NP_001259562.1| CG9095, isoform C [Drosophila melanogaster]	.	XP_006822758.1 PREDICTED: uncharacterized protein LOC102804904, partial [Saccoglossus kowalevskii]	2
PladumEVm088145	2.58620288795217	0.781440156552447	29.02854850522	7.1319479205428e-08	8.56299410294999e-06	.	.	.	.	.	0
PladumEVm041256	1.08105528709768	3.11572303334555	28.9796500741409	7.31426475152931e-08	8.72194867418712e-06	.	.	.	.	.	1
PladumEVm014634	-3.58907761353053	3.81487672011719	28.8784363777464	7.70661154661273e-08	9.15854764718034e-06	.	.	.	.	.	3
PladumEVm064289	2.43247817963426	0.49809065558706	28.8709939838454	7.73628030674642e-08	9.16264059787841e-06	.	.	.	.	.	1
PladumEVm069834	-2.1795883857475	4.4746634544577	28.8087376283438	7.9889881175057e-08	9.42997485937607e-06	.	.	.	.	.	0
PladumEVm092515	-1.60677782962446	1.48599677500152	28.790296471391	8.06541948152802e-08	9.48813775303393e-06	.	.	.	.	.	0
PladumEVm096304	2.44779753757104	0.812662392504938	28.7734018869342	8.13608384973853e-08	9.53914877939646e-06	.	.	.	.	.	2
PladumEVm033920	-4.54919911829112	0.477148405348245	28.6802710197576	8.53690316855703e-08	9.9756140403416e-06	sp|Q80W65|PCSK9_MOUSE Proprotein convertase subtilisin/kexin type 9 OS=Mus musculus OX=10090 GN=Pcsk9 PE=1 SV=2	NP_777596.2 proprotein convertase subtilisin/kexin type 9 preproprotein [Homo sapiens]	.	.	XP_002741796.1 PREDICTED: cuticle-degrading serine protease-like [Saccoglossus kowalevskii]	0
PladumEVm078690	-1.58609078071335	0.86530296223896	28.6575050649161	8.6378570657143e-08	1.00599362672997e-05	tr|B9EKS2|B9EKS2_MOUSE Jumonji domain containing 1B OS=Mus musculus OX=10090 GN=Kdm3b PE=1 SV=1	NP_057688.3 lysine-specific demethylase 3B [Homo sapiens]	gi|28571604|ref|NP_788611.1| JmjC domain-containing histone demethylase 2, isoform A [Drosophila melanogaster]	XP_005091148.2 probable JmjC domain-containing histone demethylation protein 2C [Aplysia californica]	XP_006825941.1 PREDICTED: lysine-specific demethylase 3B-like [Saccoglossus kowalevskii]	0
PladumEVm066573	-1.65062142874314	2.69516575930456	28.5406356102312	9.17525036038284e-08	1.06503014066916e-05	.	.	.	.	.	0
PladumEVm069705	-4.48705090771256	2.77131987168307	28.52988909739	9.22631658649965e-08	1.06741150733679e-05	.	.	gi|320546086|ref|NP_649189.2| CG6996, isoform B [Drosophila melanogaster]	XP_005096139.1 chitin-binding domain protein cbd-1 [Aplysia californica]	.	0
PladumEVm069375	1.15457051745005	2.14476785739882	28.5178549120555	9.28383979718408e-08	1.07052171179477e-05	.	.	.	.	.	1
PladumEVm064818	-1.38550102652152	7.74969628949733	28.4024389544908	9.8541087010761e-08	1.13254178916743e-05	.	.	.	.	.	2
PladumEVm021737	1.8195545954112	1.38250731580214	28.3253201421587	1.02545863639e-07	1.17470489497804e-05	tr|A0A1W2P812|A0A1W2P812_MOUSE Ankyrin-3 OS=Mus musculus OX=10090 GN=Ank3 PE=1 SV=1	XP_024303730.1 ankyrin-3 isoform X18 [Homo sapiens]	gi|28558750|ref|NP_787123.1| ankyrin, isoform C [Drosophila melanogaster]	XP_035826800.1 titin isoform X8 [Aplysia californica]	XP_002739394.1 PREDICTED: ankyrin-3-like [Saccoglossus kowalevskii]	0
PladumEVm078372	2.22947318701763	0.909761991912595	28.2336619983164	1.07518339732528e-07	1.22764159212902e-05	sp|Q07832|PLK1_MOUSE Serine/threonine-protein kinase PLK1 OS=Mus musculus OX=10090 GN=Plk1 PE=1 SV=2	NP_005021.2 serine/threonine-protein kinase PLK1 [Homo sapiens]	gi|24667346|ref|NP_524179.2| polo, isoform A [Drosophila melanogaster]	XP_005094272.1 serine/threonine-protein kinase PLK1 isoform X1 [Aplysia californica]	XP_006811786.1 PREDICTED: serine/threonine-protein kinase PLK1 isoform X2 [Saccoglossus kowalevskii]	0
PladumEVm007369	1.47751289918958	1.79004273300909	27.9856970821295	1.22215450468015e-07	1.38190473265436e-05	sp|Q9QWT9|KIFC1_MOUSE Kinesin-like protein KIFC1 OS=Mus musculus OX=10090 GN=Kifc1 PE=1 SV=2	NP_002254.2 kinesin-like protein KIFC1 [Homo sapiens]	gi|17136354|ref|NP_476651.1| non-claret disjunctional, isoform A [Drosophila melanogaster]	XP_005102126.1 carboxy-terminal kinesin 2 isoform X1 [Aplysia californica]	XP_006822195.1 PREDICTED: kinesin-like protein klpA-like [Saccoglossus kowalevskii]	1
PladumEVm018010	-2.84931078253546	1.33651480866106	27.904635366612	1.27444090358963e-07	1.43175854438965e-05	.	.	gi|24666390|ref|NP_524142.2| Gram-negative bacteria binding protein 1 [Drosophila melanogaster]	XP_012945133.1 beta-1,3-glucan-binding protein [Aplysia californica]	XP_002740984.1 PREDICTED: beta-1,3-glucan-binding protein-like [Saccoglossus kowalevskii]	11
PladumEVm001153	1.17284260529231	2.58750838762963	27.848178696339	1.31217531347586e-07	1.46473141461767e-05	.	NP_997291.1 testis-expressed protein 43 [Homo sapiens]	.	XP_005106950.1 uncharacterized protein LOC101851760 isoform X1 [Aplysia californica]	XP_002737024.1 PREDICTED: uncharacterized protein C5orf48-like [Saccoglossus kowalevskii]	1
PladumEVm093264	-4.46930653093526	-0.0555294572322742	27.8077890034928	1.33985605816327e-07	1.49086722344479e-05	.	.	.	.	.	0
PladumEVm006282	-1.16762823229462	2.85343991434353	27.7248942716559	1.39851397468027e-07	1.54628733422006e-05	sp|P58252|EF2_MOUSE Elongation factor 2 OS=Mus musculus OX=10090 GN=Eef2 PE=1 SV=2	NP_001952.1 elongation factor 2 [Homo sapiens]	gi|24585709|ref|NP_525105.2| elongation factor 2, isoform A [Drosophila melanogaster]	XP_005108543.1 elongation factor 2 [Aplysia californica]	XP_002736742.1 PREDICTED: elongation factor 2-like [Saccoglossus kowalevskii]	8
PladumEVm069679	1.57295683930361	3.59283765413918	27.6393958505538	1.46171184662334e-07	1.61106467536823e-05	sp|P62806|H4_MOUSE Histone H4 OS=Mus musculus OX=10090 GN=H4c1 PE=1 SV=2	NP_778224.1 histone H4 [Homo sapiens]	gi|17975542|ref|NP_524352.1| histone H4 replacement, isoform C [Drosophila melanogaster]	NP_001248346.1 histone H4 [Aplysia californica]	XP_006825355.1 PREDICTED: histone H4-like [Saccoglossus kowalevskii]	5
PladumEVm072801	1.62318608115989	1.81347687699994	27.606388589865	1.4868686495032e-07	1.63363848254693e-05	sp|P84228|H32_MOUSE Histone H3.2 OS=Mus musculus OX=10090 GN=H3c2 PE=1 SV=2	NP_066403.2 histone H3.2 [Homo sapiens]	gi|24585677|ref|NP_724345.1| histone H3 [Drosophila melanogaster]	XP_005110442.1 histone H3 [Aplysia californica]	XP_006820299.1 PREDICTED: histone H3-like [Saccoglossus kowalevskii]	1
PladumEVm045815	-1.29430131898279	4.77166170968202	27.5910514027063	1.49870523821586e-07	1.64148157736752e-05	.	.	.	.	.	2
PladumEVm007408	-1.25798982297388	3.28493042445883	27.4680016403958	1.59715269185749e-07	1.74384118440027e-05	sp|P25916|BMI1_MOUSE Polycomb complex protein BMI-1 OS=Mus musculus OX=10090 GN=Bmi1 PE=1 SV=1	NP_005171.4 polycomb complex protein BMI-1 [Homo sapiens]	gi|24653251|ref|NP_523725.2| posterior sex combs, isoform A [Drosophila melanogaster]	XP_012942713.1 mucin-5AC [Aplysia californica]	XP_006817085.1 PREDICTED: polycomb complex protein BMI-1-like [Saccoglossus kowalevskii]	6
PladumEVm083213	-1.05253387030875	5.37540761190663	27.3130600523204	1.73038716400759e-07	1.87757755041184e-05	.	.	.	.	.	2
PladumEVm033747	1.70574938465917	1.33822349755666	27.1654762293904	1.86764126990058e-07	2.02023276560546e-05	sp|Q9D1C9|RRP7A_MOUSE Ribosomal RNA-processing protein 7 homolog A OS=Mus musculus OX=10090 GN=Rrp7a PE=2 SV=1	NP_056518.2 ribosomal RNA-processing protein 7 homolog A [Homo sapiens]	gi|19920786|ref|NP_608981.1| CG9107, isoform B [Drosophila melanogaster]	XP_005111819.1 ribosomal RNA-processing protein 7 homolog A isoform X1 [Aplysia californica]	XP_002741084.1 PREDICTED: ribosomal RNA-processing protein 7 homolog A-like [Saccoglossus kowalevskii]	0
PladumEVm034229	1.77521021351958	0.561517119987773	27.1508031085239	1.88187007737911e-07	2.02934131585026e-05	sp|Q8BHX1|HAUS1_MOUSE HAUS augmin-like complex subunit 1 OS=Mus musculus OX=10090 GN=Haus1 PE=1 SV=2	NP_612452.1 HAUS augmin-like complex subunit 1 [Homo sapiens]	.	XP_005111125.1 HAUS augmin-like complex subunit 1 [Aplysia californica]	XP_002732759.1 PREDICTED: HAUS augmin-like complex subunit 1-like [Saccoglossus kowalevskii]	1
PladumEVm074547	1.29195003363682	2.69352574369719	26.9834750117596	2.0520231223445e-07	2.19925263409799e-05	sp|Q3UPE3|RMI2_MOUSE RecQ-mediated genome instability protein 2 OS=Mus musculus OX=10090 GN=Rmi2 PE=2 SV=1	NP_689521.1 recQ-mediated genome instability protein 2 [Homo sapiens]	.	XP_035826187.1 recQ-mediated genome instability protein 2 [Aplysia californica]	.	1
PladumEVm113387	1.24809312943624	2.65359079166109	26.8629661816349	2.18404114058461e-07	2.32646992106358e-05	.	.	.	.	.	1
PladumEVm052290	-2.39582558409895	5.82646847423446	26.7064703115784	2.36827152707077e-07	2.51504677459956e-05	.	.	.	.	.	9
PladumEVm058924	-1.71815744336426	6.35359140171621	26.6175306622124	2.47983393740571e-07	2.62554296784904e-05	sp|Q05816|FABP5_MOUSE Fatty acid-binding protein 5 OS=Mus musculus OX=10090 GN=Fabp5 PE=1 SV=3	NP_001869.1 cellular retinoic acid-binding protein 2 [Homo sapiens]	.	.	XP_006822144.1 PREDICTED: fatty acid-binding protein, epidermal-like [Saccoglossus kowalevskii]	3
PladumEVm059801	1.56799888013962	3.1062668866091	26.6042191419006	2.4969786792166e-07	2.63570809888667e-05	sp|Q922P9|GLYR1_MOUSE Putative oxidoreductase GLYR1 OS=Mus musculus OX=10090 GN=Glyr1 PE=1 SV=1	XP_016879278.1 putative oxidoreductase GLYR1 isoform X7 [Homo sapiens]	gi|320544858|ref|NP_001188767.1| CG4747, isoform B [Drosophila melanogaster]	XP_005096212.1 putative oxidoreductase GLYR1 [Aplysia californica]	XP_002738027.1 PREDICTED: putative oxidoreductase GLYR1-like [Saccoglossus kowalevskii]	1
PladumEVm042566	-1.84948805163055	1.24595218673532	26.5761770352659	2.53348563372985e-07	2.66055192617793e-05	sp|O35284|BATF_MOUSE Basic leucine zipper transcriptional factor ATF-like OS=Mus musculus OX=10090 GN=Batf PE=1 SV=1	NP_006390.1 basic leucine zipper transcriptional factor ATF-like [Homo sapiens]	gi|20428645|ref|NP_620473.1| activating transcription factor 3, isoform A [Drosophila melanogaster]	XP_012935234.1 uncharacterized protein LOC106011146 [Aplysia californica]	XP_006813666.1 PREDICTED: cyclic AMP-dependent transcription factor ATF-5-like [Saccoglossus kowalevskii]	8
PladumEVm001318	1.67744431868293	0.853551178247604	26.574455216056	2.53574455885186e-07	2.66055192617793e-05	sp|Q62165|DAG1_MOUSE Dystroglycan OS=Mus musculus OX=10090 GN=Dag1 PE=1 SV=4	NP_004384.5 dystroglycan preproprotein [Homo sapiens]	gi|28573789|ref|NP_788363.1| dystroglycan, isoform D [Drosophila melanogaster]	XP_012942898.1 serine-rich adhesin for platelets [Aplysia californica]	XP_006819307.1 PREDICTED: dystroglycan-like [Saccoglossus kowalevskii]	1
PladumEVm002194	-2.06384765499567	4.02758369381937	26.3814873774636	2.80213345377981e-07	2.93124972280278e-05	sp|Q7M732|RTL1_MOUSE Retrotransposon-like protein 1 OS=Mus musculus OX=10090 GN=Rtl1 PE=2 SV=1	NP_001128360.1 retrotransposon-like protein 1 [Homo sapiens]	.	XP_005103686.2 uncharacterized protein K02A2.6 [Aplysia californica]	XP_006813698.1 PREDICTED: uncharacterized protein K02A2.6-like [Saccoglossus kowalevskii]	6
PladumEVm016811	1.01046590672196	2.98387643150343	26.2716907962353	2.96604680010216e-07	3.09345400444088e-05	sp|Q8R4R6|NUP35_MOUSE Nucleoporin NUP35 OS=Mus musculus OX=10090 GN=Nup35 PE=1 SV=2	XP_011508879.1 nucleoporin NUP35 isoform X2 [Homo sapiens]	gi|18859897|ref|NP_573314.1| CG6540 [Drosophila melanogaster]	XP_005110349.1 nucleoporin NUP35 [Aplysia californica]	XP_006824490.1 PREDICTED: nucleoporin NUP53-like [Saccoglossus kowalevskii]	2
PladumEVm096547	-1.71592735467243	4.01550101658834	26.2448224744227	3.00760083604789e-07	3.12745730984159e-05	.	.	.	.	.	6
PladumEVm006182	1.70635979626984	0.392364422587795	26.235018653922	3.02290812482869e-07	3.1340470911985e-05	tr|D3YW28|D3YW28_MOUSE ERI1 exoribonuclease 2 OS=Mus musculus OX=10090 GN=Eri2 PE=1 SV=1	NP_542394.2 ERI1 exoribonuclease 2 isoform 2 [Homo sapiens]	gi|24657520|ref|NP_726149.1| snipper, isoform F [Drosophila melanogaster]	XP_005106385.1 ERI1 exoribonuclease 2 isoform X3 [Aplysia californica]	XP_006813404.1 PREDICTED: ERI1 exoribonuclease 2-like [Saccoglossus kowalevskii]	0
PladumEVm021231	1.02725020608705	3.72611876381824	26.2158741744975	3.05302505089031e-07	3.15590657553422e-05	sp|Q8R323|RFC3_MOUSE Replication factor C subunit 3 OS=Mus musculus OX=10090 GN=Rfc3 PE=1 SV=1	NP_002906.1 replication factor C subunit 3 isoform 1 [Homo sapiens]	gi|19921136|ref|NP_609494.1| replication factor C 38kD subunit, isoform A [Drosophila melanogaster]	XP_005104521.1 replication factor C subunit 3 [Aplysia californica]	XP_006820348.1 PREDICTED: replication factor C subunit 3-like [Saccoglossus kowalevskii]	1
PladumEVm035115	-4.95324608774065	1.19473472193074	26.1917989064384	3.09132610996631e-07	3.18607206360215e-05	sp|Q9WVG5|LIPE_MOUSE Endothelial lipase OS=Mus musculus OX=10090 GN=Lipg PE=2 SV=3	XP_011524569.1 endothelial lipase isoform X3 [Homo sapiens]	gi|45549581|ref|NP_573259.2| CG6847, isoform A [Drosophila melanogaster]	XP_012941117.1 pancreatic triacylglycerol lipase [Aplysia californica]	XP_006825445.1 PREDICTED: pancreatic lipase-related protein 2-like [Saccoglossus kowalevskii]	0
PladumEVm002232	1.29224010508178	2.48298734363682	26.1664425949367	3.13218606817463e-07	3.21868967752804e-05	sp|Q8K298|ANLN_MOUSE Anillin OS=Mus musculus OX=10090 GN=Anln PE=1 SV=2	NP_001271230.1 anillin isoform 2 [Homo sapiens]	gi|24586313|ref|NP_724583.1| scraps, isoform A [Drosophila melanogaster]	XP_005093568.1 anillin isoform X3 [Aplysia californica]	XP_006816943.1 PREDICTED: actin-binding protein anillin-like [Saccoglossus kowalevskii]	1
PladumEVm001022	1.36349622430617	1.408328282474	26.1181602398223	3.21149267652371e-07	3.28088721125912e-05	tr|K4DI67|K4DI67_MOUSE Condensin-2 complex subunit D3 OS=Mus musculus OX=10090 GN=Ncapd3 PE=1 SV=1	NP_001358994.1 condensin-2 complex subunit D3 isoform 3 [Homo sapiens]	gi|24581942|ref|NP_608935.2| chromosome associated protein D3, isoform A [Drosophila melanogaster]	XP_012944788.1 condensin-2 complex subunit D3 [Aplysia californica]	XP_006816497.1 PREDICTED: condensin-2 complex subunit D3-like [Saccoglossus kowalevskii]	1
PladumEVm083488	-2.36859233415677	3.23516668713997	26.1050690273581	3.23334053314034e-07	3.29357681887435e-05	.	.	.	.	.	8
PladumEVm028264	1.8386428393834	3.62534396116531	26.0755959300328	3.283074897569e-07	3.33451610017916e-05	sp|A2AX52|CO6A4_MOUSE Collagen alpha-4(VI) chain OS=Mus musculus OX=10090 GN=Col6a4 PE=1 SV=2	XP_011510923.1 collagen alpha-5(VI) chain isoform X1 [Homo sapiens]	gi|17137252|ref|NP_477190.1| viking, isoform A [Drosophila melanogaster]	XP_035829508.1 collagen alpha-1(I) chain [Aplysia californica]	XP_006812872.1 PREDICTED: collagen alpha-1(XI) chain-like [Saccoglossus kowalevskii]	5
PladumEVm056561	-2.40942400855586	0.271953212926135	26.0424757168008	3.33987925518293e-07	3.38237800860395e-05	.	.	.	.	.	2
PladumEVm110064	8.83634777884735	-0.00228208368270415	26.0328415095595	3.35658707607761e-07	3.3894738685282e-05	.	.	.	.	.	0
PladumEVm015347	-1.03168240908905	2.80229788199953	26.0061706715112	3.40327845768731e-07	3.42671890585409e-05	.	.	.	.	.	6
PladumEVm051015	-2.9372330994866	-0.140089149991749	25.9580100451015	3.48924654418597e-07	3.50318347722166e-05	.	.	.	.	.	0
PladumEVm009802	-2.40175835025515	1.871385969779	25.9513641055049	3.50127943802001e-07	3.5051920425496e-05	.	.	.	NP_001191400.1 NCAM-related cell adhesion molecule precursor [Aplysia californica]	.	4
PladumEVm049196	-2.6845963804427	0.0166095374117286	25.9202328744226	3.55820065901414e-07	3.55199922357986e-05	.	.	.	.	.	2
PladumEVm118513	1.37539587609067	2.31896793357877	25.8742314438592	3.64401355765388e-07	3.62729885159171e-05	.	.	.	.	.	1
