X..	X.logFC.	X.logCPM.	X.LR.	X.PValue.	X.FDR.	Mouse	Human	Drosophila	Aplysia clifornica	Saccoglossus kowalevskii	Cluster
PladumEVm026692	1.65041363094467	5.04989141979195	41.387157346033	1.24875094119371e-10	2.42389495190929e-08	.	.	.	.	.	8
PladumEVm067590	-4.25231446698723	1.11895987765635	41.3350932050798	1.28245725354149e-10	2.46620878357412e-08	.	.	.	.	.	3
PladumEVm066360	-3.24640224642779	-0.321377198190579	41.3317270907357	1.2846675594908e-10	2.46620878357412e-08	.	.	.	.	.	0
PladumEVm001549	1.07332251472658	5.3760122759763	41.2314826840964	1.35226855125187e-10	2.58179841050213e-08	tr|A0A384DV69|A0A384DV69_MOUSE Protein eva-1 homolog C OS=Mus musculus OX=10090 GN=Eva1c PE=1 SV=1	XP_006724101.1 protein eva-1 homolog C isoform X2 [Homo sapiens]	gi|24641156|ref|NP_572673.1| C901 [Drosophila melanogaster]	XP_005104709.2 zinc metalloproteinase nas-15 [Aplysia californica]	XP_006822956.1 PREDICTED: uncharacterized protein LOC100371179 [Saccoglossus kowalevskii]	3
PladumEVm045536	1.22717281770681	7.03115425999591	41.190408266904	1.38098561919533e-10	2.62229655157966e-08	sp|Q9JHF7|HPGDS_MOUSE Hematopoietic prostaglandin D synthase OS=Mus musculus OX=10090 GN=Hpgds PE=1 SV=3	NP_055300.1 hematopoietic prostaglandin D synthase [Homo sapiens]	gi|24654347|ref|NP_725653.1| glutathione S transferase S1, isoform A [Drosophila melanogaster]	XP_035824165.1 probable glutathione S-transferase 7 [Aplysia californica]	XP_002731499.2 PREDICTED: hematopoietic prostaglandin D synthase-like [Saccoglossus kowalevskii]	3
PladumEVm032132	1.9006137485451	4.31134496403656	40.9908193115796	1.52945986623686e-10	2.88852963602431e-08	.	.	.	XP_005094022.2 uncharacterized protein LOC101858767 [Aplysia californica]	XP_002734700.2 PREDICTED: uncharacterized protein LOC100372520 [Saccoglossus kowalevskii]	8
PladumEVm139000	1.25391706025699	3.64199515855125	40.8963643706775	1.60519478744351e-10	3.01526347733811e-08	.	.	.	.	.	2
PladumEVm041868	-1.63923815461306	2.14067051299193	40.7945521304338	1.69103857703978e-10	3.15952924295149e-08	.	.	.	.	.	1
PladumEVm036703	-1.47794184621783	2.87146772488956	40.6263581985581	1.84303692974751e-10	3.42520570683235e-08	.	.	.	.	.	3
PladumEVm027633	2.57986821720451	2.60872048784882	40.5721280478381	1.8949040652519e-10	3.50296577438287e-08	sp|Q91YR9|PTGR1_MOUSE Prostaglandin reductase 1 OS=Mus musculus OX=10090 GN=Ptgr1 PE=1 SV=2	NP_036344.2 prostaglandin reductase 1 isoform 1 [Homo sapiens]	.	XP_012937392.1 prostaglandin reductase 1 isoform X1 [Aplysia californica]	XP_006819176.1 PREDICTED: prostaglandin reductase 1-like [Saccoglossus kowalevskii]	0
PladumEVm093037	7.79299750081361	-0.698960446796964	40.5594554111403	1.90723363962616e-10	3.50720190183675e-08	.	.	.	.	.	0
PladumEVm029003	4.31770023286191	-0.197346944129655	40.3465904043717	2.12676269556756e-10	3.89041684923743e-08	sp|Q922Q1|MARC2_MOUSE Mitochondrial amidoxime reducing component 2 OS=Mus musculus OX=10090 GN=Mtarc2 PE=1 SV=1	NP_060368.2 mitochondrial amidoxime reducing component 2 isoform a precursor [Homo sapiens]	gi|45550400|ref|NP_610523.2| CG1665 [Drosophila melanogaster]	XP_005109548.1 mitochondrial amidoxime-reducing component 1 [Aplysia californica]	XP_002742208.1 PREDICTED: MOSC domain-containing protein 1, mitochondrial-like [Saccoglossus kowalevskii]	0
PladumEVm038564	1.59517016279647	4.15673272656897	40.3108859292445	2.1659871798122e-10	3.9415326080968e-08	sp|Q9JKR6|HYOU1_MOUSE Hypoxia up-regulated protein 1 OS=Mus musculus OX=10090 GN=Hyou1 PE=1 SV=1	XP_016872586.1 hypoxia up-regulated protein 1 isoform X2 [Homo sapiens]	gi|20128923|ref|NP_569995.1| CG2918, isoform A [Drosophila melanogaster]	XP_035828013.1 hypoxia up-regulated protein 1 [Aplysia californica]	XP_006815044.1 PREDICTED: hypoxia up-regulated protein 1-like, partial [Saccoglossus kowalevskii]	9
PladumEVm039392	-2.04211621401822	0.978210152485624	40.2636610539142	2.21898246968284e-10	4.00122320032509e-08	.	.	.	.	.	2
PladumEVm014958	1.45793471789623	3.39154798785972	40.2577217261628	2.22573876861793e-10	4.00122320032509e-08	sp|Q64459|CP3AB_MOUSE Cytochrome P450 3A11 OS=Mus musculus OX=10090 GN=Cyp3a11 PE=1 SV=1	NP_000756.3 cytochrome P450 3A7 [Homo sapiens]	gi|17647309|ref|NP_523850.1| cytochrome P450-9c1 [Drosophila melanogaster]	XP_005094361.2 cytochrome P450 3A11 [Aplysia californica]	XP_006824666.1 PREDICTED: cytochrome P450 3A8-like [Saccoglossus kowalevskii]	8
PladumEVm045981	-3.45368333713726	0.221361235748606	40.2512317753014	2.23314497857235e-10	4.00122320032509e-08	.	.	.	.	.	2
PladumEVm044890	1.43022056964942	3.14956976353488	40.197382110436	2.29555657745246e-10	4.09206383977609e-08	sp|Q02067|ASCL1_MOUSE Achaete-scute homolog 1 OS=Mus musculus OX=10090 GN=Ascl1 PE=1 SV=2	NP_004307.2 achaete-scute homolog 1 [Homo sapiens]	gi|17136304|ref|NP_476623.1| lethal of scute [Drosophila melanogaster]	XP_005093340.1 uncharacterized protein LOC101863728 [Aplysia californica]	NP_001158485.1 achaete-scute-like protein [Saccoglossus kowalevskii]	1
PladumEVm040047	-1.88815498408172	4.73973094192181	40.1356518856185	2.36925286687921e-10	4.20199623938542e-08	.	.	.	XP_012935975.2 dynein beta chain, flagellar outer arm [Aplysia californica]	XP_006821601.1 PREDICTED: DNA-directed RNA polymerase II subunit RPB1-like [Saccoglossus kowalevskii]	8
PladumEVm040102	1.33373609309674	1.96989687770077	39.9276342928353	2.63548070090686e-10	4.65055859641337e-08	.	.	.	.	XP_002731326.1 PREDICTED: membrane-spanning 4-domains subfamily A member 4A-like [Saccoglossus kowalevskii]	0
PladumEVm025233	1.32291753120726	7.9576508844816	39.6037759009247	3.1108124981496e-10	5.44887918521176e-08	sp|P53566|CEBPA_MOUSE CCAAT/enhancer-binding protein alpha OS=Mus musculus OX=10090 GN=Cebpa PE=1 SV=2	NP_001272808.1 CCAAT/enhancer-binding protein beta isoform c [Homo sapiens]	gi|17647933|ref|NP_523843.1| slow border cells, isoform A [Drosophila melanogaster]	XP_012941903.1 apC/EBP isoform X1 [Aplysia californica]	XP_006821714.1 PREDICTED: CCAAT/enhancer-binding protein delta-like [Saccoglossus kowalevskii]	8
PladumEVm103457	2.99188788174314	1.10676838064798	39.5985917512237	3.11908136192322e-10	5.44887918521176e-08	.	.	.	.	.	0
PladumEVm080306	-2.44695825698265	3.55164515940905	39.4598227021471	3.34878984122501e-10	5.82106309763984e-08	.	.	.	.	.	1
PladumEVm011071	1.39730388055949	2.90526714760085	39.3939482169311	3.46368780508912e-10	5.99097961495093e-08	sp|Q60641|NR1H4_MOUSE Bile acid receptor OS=Mus musculus OX=10090 GN=Nr1h4 PE=1 SV=3	NP_001193922.1 bile acid receptor isoform 3 [Homo sapiens]	gi|939619927|ref|NP_001303380.1| Ecdysone-induced protein 75B, isoform G [Drosophila melanogaster]	XP_012940090.1 peroxisome proliferator-activated receptor alpha [Aplysia californica]	XP_006823929.1 PREDICTED: nuclear receptor subfamily 1 group D member 2-like [Saccoglossus kowalevskii]	0
PladumEVm041097	1.68067625589905	5.26429258897733	39.254578624835	3.71995027020659e-10	6.40252918673635e-08	sp|Q99M71|EPDR1_MOUSE Mammalian ependymin-related protein 1 OS=Mus musculus OX=10090 GN=Epdr1 PE=1 SV=1	.	.	XP_012938959.1 uncharacterized protein LOC101860900 [Aplysia californica]	XP_002732744.1 PREDICTED: ependymin-related protein 1-like [Saccoglossus kowalevskii]	4
PladumEVm037862	1.62385315580686	3.87958150816056	39.0456523935522	4.14010075606021e-10	7.09073432921508e-08	sp|Q8BNI4|DERL2_MOUSE Derlin-2 OS=Mus musculus OX=10090 GN=Derl2 PE=1 SV=2	NP_057125.2 derlin-2 isoform a [Homo sapiens]	gi|21355437|ref|NP_650553.1| Derlin-2 [Drosophila melanogaster]	XP_005107863.1 derlin-2 [Aplysia californica]	XP_002735994.1 PREDICTED: derlin-2-like [Saccoglossus kowalevskii]	0
PladumEVm085825	-1.68917357694917	5.28705614248023	38.8950393757782	4.47215607685104e-10	7.62208103263896e-08	.	.	.	.	.	2
PladumEVm106507	1.67461538978379	3.18183067977563	38.7160256618795	4.90168058291649e-10	8.31358339254947e-08	.	.	.	.	.	0
PladumEVm015916	1.51014968775899	3.51937441954201	38.2191544101597	6.32287001410107e-10	1.06348681530865e-07	sp|Q64459|CP3AB_MOUSE Cytochrome P450 3A11 OS=Mus musculus OX=10090 GN=Cyp3a11 PE=1 SV=1	NP_001278759.1 cytochrome P450 3A5 isoform 4 precursor [Homo sapiens]	gi|17647305|ref|NP_523628.1| cytochrome P450-6a2 [Drosophila melanogaster]	XP_012945993.1 cytochrome P450 3A16 [Aplysia californica]	XP_006824666.1 PREDICTED: cytochrome P450 3A8-like [Saccoglossus kowalevskii]	2
PladumEVm010383	1.13643688118249	3.60015193605998	38.2165901176154	6.33118456693666e-10	1.06348681530865e-07	.	.	.	XP_005108346.1 uncharacterized protein LOC101861911 [Aplysia californica]	.	0
PladumEVm015232	1.87506460866709	2.27716328307633	38.0196812965705	7.00345864869632e-10	1.17078393170718e-07	sp|Q9JMA7|CP341_MOUSE Cytochrome P450 3A41 OS=Mus musculus OX=10090 GN=Cyp3a41a PE=1 SV=2	NP_000768.1 cytochrome P450 3A5 isoform 1 [Homo sapiens]	gi|21357069|ref|NP_650189.1| Cyp9f2 [Drosophila melanogaster]	XP_005112054.1 cytochrome P450 3A41 isoform X1 [Aplysia californica]	XP_006824666.1 PREDICTED: cytochrome P450 3A8-like [Saccoglossus kowalevskii]	2
PladumEVm025552	-2.18123213315692	0.732181164395842	37.8684321575788	7.56799644393391e-10	1.25913441787908e-07	sp|P35428|HES1_MOUSE Transcription factor HES-1 OS=Mus musculus OX=10090 GN=Hes1 PE=1 SV=1	NP_005515.1 transcription factor HES-1 [Homo sapiens]	gi|17136808|ref|NP_476923.1| deadpan [Drosophila melanogaster]	XP_035828630.1 probable serine/threonine-protein kinase tsuA [Aplysia californica]	NP_001158466.1 hairy and enhancer of split 1 [Saccoglossus kowalevskii]	1
PladumEVm035804	-2.11325839611675	0.954269844679723	37.8477301802235	7.64873235821715e-10	1.26653582873815e-07	.	.	.	.	.	8
PladumEVm070214	4.28229935441985	1.70589130176452	37.8356670614149	7.69617453481078e-10	1.26838038713091e-07	tr|D3YXV1|D3YXV1_MOUSE Indoleamine 2,3-dioxygenase 1 OS=Mus musculus OX=10090 GN=Ido1 PE=1 SV=1	NP_919270.2 indoleamine 2,3-dioxygenase 2 [Homo sapiens]	.	XP_005095612.1 myoglobin [Aplysia californica]	XP_006814681.1 PREDICTED: indoleamine 2,3-dioxygenase 2-like [Saccoglossus kowalevskii]	0
PladumEVm014046	2.82278964695845	0.353914804207155	37.3510190251231	9.86693114941534e-10	1.61850097384705e-07	sp|Q64676|CGT_MOUSE 2-hydroxyacylsphingosine 1-beta-galactosyltransferase OS=Mus musculus OX=10090 GN=Ugt8 PE=1 SV=2	NP_001309042.1 2-hydroxyacylsphingosine 1-beta-galactosyltransferase precursor [Homo sapiens]	gi|19922680|ref|NP_611563.1| CG4302 [Drosophila melanogaster]	XP_012938403.2 UDP-glucuronosyltransferase 1A4 [Aplysia californica]	XP_002733013.2 PREDICTED: UDP-glucuronosyltransferase 2B15-like [Saccoglossus kowalevskii]	0
PladumEVm015265	-2.33752535604437	0.0987323149641194	37.3353212459912	9.94667138272007e-10	1.62395678243391e-07	sp|P35428|HES1_MOUSE Transcription factor HES-1 OS=Mus musculus OX=10090 GN=Hes1 PE=1 SV=1	NP_005515.1 transcription factor HES-1 [Homo sapiens]	gi|17136808|ref|NP_476923.1| deadpan [Drosophila melanogaster]	XP_035828630.1 probable serine/threonine-protein kinase tsuA [Aplysia californica]	NP_001158466.1 hairy and enhancer of split 1 [Saccoglossus kowalevskii]	0
PladumEVm014612	1.02902470918939	3.64340855115159	37.1076006592068	1.1178714145866e-09	1.81661903973215e-07	sp|Q91YW3|DNJC3_MOUSE DnaJ homolog subfamily C member 3 OS=Mus musculus OX=10090 GN=Dnajc3 PE=1 SV=1	NP_006251.1 dnaJ homolog subfamily C member 3 precursor [Homo sapiens]	gi|21355911|ref|NP_649916.1| P58IPK [Drosophila melanogaster]	XP_005100334.1 dnaJ homolog subfamily C member 3 [Aplysia californica]	XP_006823293.1 PREDICTED: LOW QUALITY PROTEIN: dnaJ homolog subfamily C member 3-like [Saccoglossus kowalevskii]	0
PladumEVm023167	1.06526536457273	8.2977962279441	37.0869748618972	1.12975857382659e-09	1.82743679680219e-07	sp|P09450|JUNB_MOUSE Transcription factor jun-B OS=Mus musculus OX=10090 GN=Junb PE=1 SV=1	NP_002220.1 transcription factor jun-B [Homo sapiens]	gi|17136234|ref|NP_476586.1| Jun-related antigen, isoform A [Drosophila melanogaster]	NP_001268726.1 uncharacterized protein LOC101863323 [Aplysia californica]	NP_001161502.1 AP1-like transcription factor [Saccoglossus kowalevskii]	8
PladumEVm046196	-1.54389789105965	3.50061133514762	36.6797909362431	1.39215177658653e-09	2.24149266922382e-07	.	.	.	.	.	5
PladumEVm032374	-1.78482323898131	3.54168577787272	36.4205720781382	1.59015947216617e-09	2.54855879807402e-07	.	.	.	.	.	9
PladumEVm021109	2.82932462145503	2.52422306138412	36.3171506861608	1.67681750848848e-09	2.67517474562004e-07	.	.	.	.	.	0
PladumEVm058501	-1.39680346862039	2.66688530232254	36.1531075188711	1.82407375419917e-09	2.89687785899839e-07	.	.	.	.	.	0
PladumEVm056594	-1.74444990558377	4.97369367450329	35.9162297464817	2.05985742286059e-09	3.25653205870255e-07	.	.	.	.	.	8
PladumEVm054322	-1.61751612918654	1.91340294662043	35.8378575739709	2.14440321212201e-09	3.37492359587076e-07	.	.	.	.	.	0
PladumEVm092156	-1.54144032982304	2.89520216689728	35.7304035609004	2.26599871776449e-09	3.55030175784634e-07	.	.	.	.	.	7
PladumEVm006282	1.34167630781306	2.85343991434353	35.6345829495315	2.38024193060343e-09	3.70958696148931e-07	sp|P58252|EF2_MOUSE Elongation factor 2 OS=Mus musculus OX=10090 GN=Eef2 PE=1 SV=2	NP_001952.1 elongation factor 2 [Homo sapiens]	gi|24585709|ref|NP_525105.2| elongation factor 2, isoform A [Drosophila melanogaster]	XP_005108543.1 elongation factor 2 [Aplysia californica]	XP_002736742.1 PREDICTED: elongation factor 2-like [Saccoglossus kowalevskii]	8
PladumEVm029645	-3.73189672755533	-0.449291551761681	35.6275115158711	2.38889798315663e-09	3.70958696148931e-07	sp|P30875|SSR2_MOUSE Somatostatin receptor type 2 OS=Mus musculus OX=10090 GN=Sstr2 PE=2 SV=1	NP_062874.1 5-hydroxytryptamine receptor 7 isoform b [Homo sapiens]	gi|24640240|ref|NP_572358.1| uncharacterized protein Dmel_CG12796 [Drosophila melanogaster]	XP_005099999.1 dopamine receptor 2 [Aplysia californica]	XP_002742401.2 PREDICTED: probable G-protein coupled receptor 83-like [Saccoglossus kowalevskii]	0
PladumEVm064818	-1.54446217793651	7.74969628949733	35.595339376628	2.42867914849333e-09	3.7546734853632e-07	.	.	.	.	.	2
PladumEVm010710	3.21032877220659	-0.0113584092011799	35.5858533749498	2.44053482264492e-09	3.75638088847537e-07	tr|Q3UN27|Q3UN27_MOUSE Matrilysin OS=Mus musculus OX=10090 GN=Mmp7 PE=1 SV=1	NP_002414.1 matrilysin preproprotein [Homo sapiens]	gi|320544348|ref|NP_001189002.1| matrix metalloproteinase 1, isoform H [Drosophila melanogaster]	XP_005107864.2 uncharacterized protein LOC101848145 [Aplysia californica]	XP_002741045.1 PREDICTED: matrix metalloproteinase-14-like [Saccoglossus kowalevskii]	0
PladumEVm067690	2.21595267636394	1.88016479266742	35.3489070111476	2.75623199309474e-09	4.22368375468145e-07	.	.	.	.	.	0
PladumEVm002141	1.5289329725318	2.83667213790201	35.0423275608006	3.22615632440481e-09	4.92221291783318e-07	sp|P21447|MDR1A_MOUSE ATP-dependent translocase ABCB1 OS=Mus musculus OX=10090 GN=Abcb1a PE=1 SV=3	NP_001335875.1 ATP-dependent translocase ABCB1 isoform 2 [Homo sapiens]	gi|85726357|ref|NP_523740.3| multi drug resistance 50 [Drosophila melanogaster]	XP_035829100.1 ATP-dependent translocase ABCB1 isoform X2 [Aplysia californica]	XP_006814548.1 PREDICTED: multidrug resistance protein 1-like [Saccoglossus kowalevskii]	0
PladumEVm036243	-1.70196867169659	2.11236379115631	35.0162803824588	3.26960149806402e-09	4.966808988733e-07	.	.	.	.	.	3
PladumEVm016169	1.5785160332917	1.78235897609343	34.47987549337	4.30681245955164e-09	6.5141004555963e-07	sp|Q3URF8|KCD21_MOUSE BTB/POZ domain-containing protein KCTD21 OS=Mus musculus OX=10090 GN=Kctd21 PE=1 SV=1	XP_011543257.1 BTB/POZ domain-containing protein KCTD21 isoform X2 [Homo sapiens]	gi|24645528|ref|NP_649952.1| CG9467 [Drosophila melanogaster]	XP_005091119.1 uncharacterized protein LOC101855924 [Aplysia californica]	XP_006813504.1 PREDICTED: interaptin-like [Saccoglossus kowalevskii]	0
PladumEVm022618	-1.54741987365323	9.1241491116383	34.3896540727193	4.51114900963282e-09	6.79375151929142e-07	.	.	.	.	.	7
PladumEVm065079	2.24188200697992	3.15506312130265	34.3577668816512	4.58566708170845e-09	6.87633571535672e-07	sp|P17879|HS71B_MOUSE Heat shock 70 kDa protein 1B OS=Mus musculus OX=10090 GN=Hspa1b PE=1 SV=3	NP_005518.3 heat shock 70 kDa protein 1-like [Homo sapiens]	gi|17738165|ref|NP_524474.1| heat shock protein 68 [Drosophila melanogaster]	XP_005103834.1 heat shock protein 70 B2 [Aplysia californica]	XP_002739626.1 PREDICTED: heat shock 70 kDa protein 1A/1B-like [Saccoglossus kowalevskii]	4
PladumEVm111568	-5.1236547427368	0.908082281962205	33.874320615733	5.87895623858803e-09	8.777985129061e-07	.	.	.	.	.	0
PladumEVm027632	2.54174538952593	1.67978609876231	33.3589782055412	7.6623261858258e-09	1.1392085727939e-06	sp|Q91YR9|PTGR1_MOUSE Prostaglandin reductase 1 OS=Mus musculus OX=10090 GN=Ptgr1 PE=1 SV=2	NP_036344.2 prostaglandin reductase 1 isoform 1 [Homo sapiens]	.	XP_012937392.1 prostaglandin reductase 1 isoform X1 [Aplysia californica]	XP_006819176.1 PREDICTED: prostaglandin reductase 1-like [Saccoglossus kowalevskii]	3
PladumEVm128809	-2.03831078690899	2.13614937368464	33.2347055371002	8.16796577743396e-09	1.20923964532951e-06	.	.	.	.	.	10
PladumEVm097205	-1.53462494846588	1.72137015658957	33.206082148972	8.28908575737364e-09	1.2219931108729e-06	.	.	.	.	.	2
PladumEVm007742	1.07610284144614	3.11907396147361	33.1497012677504	8.53294834298065e-09	1.25265832838404e-06	sp|Q8BML2|OACYL_MOUSE O-acyltransferase like protein OS=Mus musculus OX=10090 GN=Oacyl PE=2 SV=1	.	gi|24641684|ref|NP_727670.1| uncharacterized protein Dmel_CG32645 [Drosophila melanogaster]	XP_012934636.1 nose resistant to fluoxetine protein 6 [Aplysia californica]	XP_002741291.2 PREDICTED: nose resistant to fluoxetine protein 6-like [Saccoglossus kowalevskii]	0
PladumEVm030230	1.28642644882474	4.35274184338943	33.1337212425467	8.60336414493843e-09	1.25771104543935e-06	sp|O08992|SDCB1_MOUSE Syntenin-1 OS=Mus musculus OX=10090 GN=Sdcbp PE=1 SV=1	NP_001007069.1 syntenin-1 isoform 2 [Homo sapiens]	gi|19923004|ref|NP_612045.1| CG3402 [Drosophila melanogaster]	XP_005112491.1 syntenin-1 [Aplysia californica]	XP_002742019.1 PREDICTED: syntenin-1-like [Saccoglossus kowalevskii]	2
PladumEVm104924	1.84938356286157	1.7044880873943	33.0548876681196	8.95935401682126e-09	1.30429529164049e-06	.	.	.	.	.	0
PladumEVm063040	2.79687253582635	1.34032917552968	32.9963335645733	9.23328316088929e-09	1.33859618405938e-06	.	.	.	.	.	0
PladumEVm032607	2.85940776327466	2.52531969325867	32.922361100939	9.59136791847374e-09	1.38476365166758e-06	sp|Q3UMF9|FAXC_MOUSE Failed axon connections homolog OS=Mus musculus OX=10090 GN=Faxc PE=2 SV=1	NP_001333461.1 failed axon connections homolog isoform 3 [Homo sapiens]	gi|62472216|ref|NP_001014587.1| failed axon connections, isoform C [Drosophila melanogaster]	XP_005100153.1 failed axon connections homolog isoform X2 [Aplysia californica]	XP_002731577.1 PREDICTED: failed axon connections homolog [Saccoglossus kowalevskii]	0
PladumEVm034664	1.37652795585152	1.76436619414145	32.7604584872412	1.04243921424423e-08	1.49883883565758e-06	tr|A2AG30|A2AG30_MOUSE DnaJ homolog subfamily B member 5 OS=Mus musculus OX=10090 GN=Dnajb5 PE=1 SV=1	NP_001365380.1 dnaJ homolog subfamily B member 11 isoform 2 precursor [Homo sapiens]	gi|665403148|ref|NP_001286777.1| lethal (2) tumorous imaginal discs, isoform E [Drosophila melanogaster]	XP_005096253.1 dnaJ homolog subfamily B member 9 [Aplysia californica]	XP_002730538.1 PREDICTED: dnaJ homolog subfamily B member 9-like [Saccoglossus kowalevskii]	0
PladumEVm047680	1.88386259611172	1.49019198781645	32.5838518093786	1.14159317634707e-08	1.63467721263894e-06	tr|Q99JZ4|Q99JZ4_MOUSE GTP-binding protein SAR1a OS=Mus musculus OX=10090 GN=Sar1a PE=1 SV=1	NP_057187.1 GTP-binding protein SAR1b [Homo sapiens]	gi|24648946|ref|NP_732717.1| Sar1 ortholog, isoform A [Drosophila melanogaster]	XP_005092608.1 GTP-binding protein SAR1b isoform X1 [Aplysia californica]	XP_002737513.1 PREDICTED: GTP-binding protein SAR1b-like isoform X1 [Saccoglossus kowalevskii]	0
PladumEVm045788	3.11816278674386	4.0064930573651	32.4996597516795	1.19213400329594e-08	1.70008040576151e-06	sp|Q9JHF7|HPGDS_MOUSE Hematopoietic prostaglandin D synthase OS=Mus musculus OX=10090 GN=Hpgds PE=1 SV=3	NP_055300.1 hematopoietic prostaglandin D synthase [Homo sapiens]	gi|442623993|ref|NP_001261040.1| glutathione S transferase S1, isoform D [Drosophila melanogaster]	XP_012945673.1 probable glutathione S-transferase 6 [Aplysia californica]	XP_002731499.2 PREDICTED: hematopoietic prostaglandin D synthase-like [Saccoglossus kowalevskii]	0
PladumEVm063841	-1.08764125134226	3.30667812811286	32.4528182424867	1.22121725429431e-08	1.72937374053577e-06	.	.	.	.	.	1
PladumEVm003040	-1.6060590014465	2.63425990567538	32.4506595960533	1.22257452678192e-08	1.72937374053577e-06	.	.	.	.	.	9
PladumEVm049290	2.93681334994443	0.164738580130677	32.2652466544088	1.34497551200128e-08	1.89484271829891e-06	sp|Q9D020|5NT3A_MOUSE Cytosolic 5-nucleotidase 3A OS=Mus musculus OX=10090 GN=Nt5c3a PE=1 SV=4	NP_001361267.1 cytosolic 5-nucleotidase 3A isoform 5 [Homo sapiens]	gi|19922890|ref|NP_611895.1| cytosolic 5-nucleotidase IIIB [Drosophila melanogaster]	XP_012935094.1 7-methylguanosine phosphate-specific 5-nucleotidase A isoform X4 [Aplysia californica]	XP_006823781.1 PREDICTED: cytosolic 5-nucleotidase 3A-like [Saccoglossus kowalevskii]	0
PladumEVm101498	-8.98153004811861	-0.687887770699302	32.1893918841932	1.3985225102524e-08	1.96236859380356e-06	.	.	.	.	.	0
PladumEVm017003	1.19434044055994	8.71466956898379	32.1707632780902	1.41199610540791e-08	1.97334927707388e-06	sp|P14211|CALR_MOUSE Calreticulin OS=Mus musculus OX=10090 GN=Calr PE=1 SV=1	NP_004334.1 calreticulin precursor [Homo sapiens]	gi|24645441|ref|NP_524293.2| calreticulin, isoform A [Drosophila melanogaster]	NP_001191523.1 calreticulin precursor [Aplysia californica]	XP_006824896.1 PREDICTED: calreticulin-like isoform X2 [Saccoglossus kowalevskii]	2
PladumEVm077462	2.80262639158811	2.21629298924209	32.1610716512137	1.41905715078218e-08	1.9753162466605e-06	.	.	.	.	.	0
PladumEVm015807	1.09966199012753	4.84868729276414	31.9630827491292	1.57130542575843e-08	2.17856509010214e-06	.	.	.	.	.	8
PladumEVm142171	2.51788001756436	1.55391768887978	31.7743052873019	1.73168567895191e-08	2.39143738881031e-06	.	.	.	.	.	0
PladumEVm062339	-2.4442665827766	3.14750217008404	31.7091032065408	1.79080826225572e-08	2.46334842027372e-06	.	.	.	.	.	3
PladumEVm099036	-1.8309531560372	2.33053213934703	31.6393300585039	1.85631714179138e-08	2.54344567125683e-06	.	.	.	.	.	1
PladumEVm009921	1.27715124980487	1.4034175861246	31.5060301190437	1.98821861249045e-08	2.71353008210171e-06	sp|Q4VBD2|TAPT1_MOUSE Transmembrane anterior posterior transformation protein 1 OS=Mus musculus OX=10090 GN=Tapt1 PE=1 SV=2	NP_699196.2 transmembrane anterior posterior transformation protein 1 homolog [Homo sapiens]	gi|21357121|ref|NP_650678.1| CG7218, isoform A [Drosophila melanogaster]	XP_012942572.1 transmembrane anterior posterior transformation protein 1 homolog [Aplysia californica]	XP_006816416.1 PREDICTED: LOW QUALITY PROTEIN: transmembrane anterior posterior transformation protein 1 homolog [Saccoglossus kowalevskii]	0
PladumEVm042109	1.23284602501737	1.98395280915708	31.4907552950305	2.00392058235239e-08	2.72431833567355e-06	sp|Q8VDH1|FBX21_MOUSE F-box only protein 21 OS=Mus musculus OX=10090 GN=Fbxo21 PE=1 SV=1	NP_055817.1 F-box only protein 21 isoform 2 [Homo sapiens]	.	XP_035828262.1 clp protease adapter protein ClpF, chloroplastic [Aplysia californica]	XP_006813670.1 PREDICTED: uncharacterized protein LOC102806273 [Saccoglossus kowalevskii]	2
PladumEVm048776	1.08016076126718	3.1541439257405	31.4648794305061	2.03080401169622e-08	2.75016516917265e-06	sp|P14602|HSPB1_MOUSE Heat shock protein beta-1 OS=Mus musculus OX=10090 GN=Hspb1 PE=1 SV=3	NP_001300979.1 alpha-crystallin A2 chain isoform 1 [Homo sapiens]	gi|19920346|ref|NP_608326.1| uncharacterized protein Dmel_CG14207, isoform A [Drosophila melanogaster]	XP_005113030.1 major egg antigen [Aplysia californica]	XP_006817559.1 PREDICTED: alpha-crystallin A chain-like [Saccoglossus kowalevskii]	8
PladumEVm092515	1.70780322288881	1.48599677500152	31.448636047621	2.04786415556631e-08	2.76256083904754e-06	.	.	.	.	.	0
PladumEVm011025	3.44268779784003	-0.454887859373797	31.4194868760249	2.07883980463422e-08	2.79356092054288e-06	sp|P11369|LORF2_MOUSE LINE-1 retrotransposable element ORF2 protein OS=Mus musculus OX=10090 GN=Pol PE=1 SV=2	.	.	XP_005102398.1 uncharacterized protein LOC101854880 [Aplysia californica]	XP_006825930.1 PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like [Saccoglossus kowalevskii]	0
PladumEVm111383	2.71259475087484	2.15149393442687	31.4010194360382	2.09870683150709e-08	2.80945279639947e-06	.	.	.	.	.	7
PladumEVm072801	1.96240946650983	1.81347687699994	31.3907173488279	2.10987220747099e-08	2.81361927697821e-06	sp|P84228|H32_MOUSE Histone H3.2 OS=Mus musculus OX=10090 GN=H3c2 PE=1 SV=2	NP_066403.2 histone H3.2 [Homo sapiens]	gi|24585677|ref|NP_724345.1| histone H3 [Drosophila melanogaster]	XP_005110442.1 histone H3 [Aplysia californica]	XP_006820299.1 PREDICTED: histone H3-like [Saccoglossus kowalevskii]	1
